#ID	T_NUM	LAT	LON
533	1	37.639463	-0.692552
534	1	37.639463	-0.692548
535	1	37.639463	-0.692548
536	1	37.639463	-0.692548
537	1	37.639463	-0.692548
538	1	37.639463	-0.692548
539	1	37.639463	-0.692547
540	1	37.639463	-0.692547
541	1	37.639463	-0.692547
542	1	37.639463	-0.692547
543	1	37.639463	-0.692547
544	1	37.639463	-0.692547
545	1	37.639463	-0.692547
546	1	37.639463	-0.692547
547	1	37.639463	-0.692547
548	1	37.639463	-0.692547
549	1	37.639465	-0.692547
550	1	37.639465	-0.692547
551	1	37.639465	-0.692547
552	1	37.639465	-0.692547
553	1	37.639465	-0.692547
554	1	37.639463	-0.692547
555	1	37.639463	-0.692547
556	1	37.639463	-0.692547
557	1	37.639463	-0.692547
558	1	37.639463	-0.692547
559	1	37.639463	-0.692545
560	1	37.639463	-0.692545
561	1	37.639463	-0.692545
562	1	37.639463	-0.692545
563	1	37.639463	-0.692545
564	1	37.639462	-0.692545
565	1	37.639462	-0.692545
566	1	37.639462	-0.692545
567	1	37.639462	-0.692545
568	1	37.639462	-0.692545
569	1	37.639462	-0.692542
570	1	37.639462	-0.692542
571	1	37.639462	-0.692542
572	1	37.639462	-0.692542
573	1	37.639462	-0.692542
574	1	37.639462	-0.69254
575	1	37.639462	-0.69254
576	1	37.639462	-0.69254
577	1	37.639462	-0.69254
578	1	37.639462	-0.69254
579	1	37.639462	-0.69254
580	1	37.639462	-0.69254
581	1	37.639462	-0.69254
582	1	37.639462	-0.69254
583	1	37.639462	-0.69254
584	1	37.63946	-0.69254
585	1	37.63946	-0.69254
586	1	37.63946	-0.69254
587	1	37.63946	-0.69254
588	1	37.63946	-0.69254
589	1	37.63946	-0.69254
590	1	37.63946	-0.69254
591	1	37.63946	-0.69254
592	1	37.63946	-0.69254
593	1	37.63946	-0.69254
594	1	37.63946	-0.69254
595	1	37.63946	-0.69254
596	1	37.63946	-0.69254
597	1	37.63946	-0.69254
598	1	37.63946	-0.69254
599	1	37.63946	-0.69254
600	1	37.63946	-0.69254
601	1	37.63946	-0.69254
602	1	37.63946	-0.69254
603	1	37.63946	-0.69254
604	1	37.63946	-0.692537
605	1	37.63946	-0.692537
606	1	37.63946	-0.692537
607	1	37.63946	-0.692537
608	1	37.63946	-0.692537
609	1	37.639462	-0.692537
610	1	37.639462	-0.692537
611	1	37.639462	-0.692537
612	1	37.639462	-0.692537
613	1	37.639462	-0.692537
614	1	37.639462	-0.692535
615	1	37.639462	-0.692535
616	1	37.639462	-0.692535
617	1	37.639462	-0.692535
618	1	37.639462	-0.692535
619	1	37.639462	-0.692535
620	1	37.639462	-0.692535
621	1	37.639462	-0.692535
622	1	37.639462	-0.692535
623	1	37.639462	-0.692535
