baths,baths_smoothed,tide_correction
14.207999964128248,14.207999964128248,12.605662106547069
14.207999964128248,14.207999964128248,12.605662106547069
14.207999964128248,14.207999964128248,12.605662106547069
14.207999964128248,14.207999964128248,12.605662106547069
14.207999964128248,14.207999964128248,12.605662106547069
14.207999964128248,14.207999964128248,12.605824084083519
14.207999964128248,14.207999964128248,12.605824084083519
14.207999964128248,14.207999964128248,12.605824084083519
14.207999964128248,14.207999964128248,12.605824084083519
14.207999964128248,14.207999964128248,12.605824084083519
14.399999963643495,14.399999963643495,12.797986050901981
14.399999963643495,14.399999963643495,12.797986050901981
14.591999963158742,14.591999963158742,12.989986050417228
14.591999963158742,14.591999963158742,12.989986050417228
14.591999963158742,14.591999963158742,12.989986050417228
14.783999962673988,14.783999962673988,13.182148006998938
14.591999963158742,14.591999963158742,12.990148007483691
14.591999963158742,14.591999963158742,12.990148007483691
14.591999963158742,14.591999963158742,12.990148007483691
14.591999963158742,14.591999963158742,12.990148007483691
14.591999963158742,14.591999963158742,12.990148007483691
14.783999962673988,14.783999962673988,13.182309953825127
14.783999962673988,14.783999962673988,13.182309953825127
14.783999962673988,14.783999962673988,13.182309953825127
14.591999963158742,14.591999963158742,12.99030995430988
14.591999963158742,14.591999963158742,12.990471890892277
14.399999963643495,14.399999963643495,12.79847189137703
14.399999963643495,14.399999963643495,12.79847189137703
14.399999963643495,14.399999963643495,12.79847189137703
14.207999964128248,14.207999964128248,12.606471891861784
14.207999964128248,14.207999964128248,12.606471891861784
14.207999964128248,14.207999964128248,12.606633818196865
14.207999964128248,14.207999964128248,12.606633818196865
14.207999964128248,14.207999964128248,12.606633818196865
14.207999964128248,14.207999964128248,12.606633818196865
14.207999964128248,14.207999964128248,12.606795734281118
14.399999963643495,14.399999963643495,12.798795733796364
14.399999963643495,14.399999963643495,12.798795733796364
14.207999964128248,14.207999964128248,12.606795734281118
14.207999964128248,14.207999964128248,12.606795734281118
14.207999964128248,14.207999964128248,12.606957640111016
14.207999964128248,14.207999964128248,12.606957640111016
14.399999963643495,14.399999963643495,12.798957639626263
14.399999963643495,14.399999963643495,12.798957639626263
14.399999963643495,14.399999963643495,12.798957639626263
14.399999963643495,14.399999963643495,12.799119535198292
14.591999963158742,14.591999963158742,12.991119534713539
14.591999963158742,14.591999963158742,12.991119534713539
14.591999963158742,14.591999963158742,12.991119534713539
14.591999963158742,14.591999963158742,12.991119534713539
14.591999963158742,14.591999963158742,12.991119534713539
14.591999963158742,14.591999963158742,12.991443295069912
14.591999963158742,14.591999963158742,12.991443295069912
14.591999963158742,14.591999963158742,12.991443295069912
14.591999963158742,14.591999963158742,12.991443295069912
14.399999963643495,14.399999963643495,12.799443295554665
14.399999963643495,14.399999963643495,12.799443295554665
14.399999963643495,14.399999963643495,12.799443295554665
14.399999963643495,14.399999963643495,12.799443295554665
14.399999963643495,14.399999963643495,12.799443295554665
14.591999963158742,14.591999963158742,12.991443295069912
14.591999963158742,14.591999963158742,12.991605159847218
14.591999963158742,14.591999963158742,12.991605159847218
14.591999963158742,14.591999963158742,12.991605159847218
14.207999964128248,14.207999964128248,12.607605160816725
14.207999964128248,14.207999964128248,12.607605160816725
14.207999964128248,14.207999964128248,12.60776701532209
14.015999964613002,14.015999964613002,12.415767015806843
14.207999964128248,14.207999964128248,12.60776701532209
